1,19
2,37
3,41
4,11
5,6
6,10
7,17
8,18
9,11
10,50
11,43
12,26
13,17
14,44
15,45
16,12
17,22
18,47
19,23
20,26
21,26
22,41
23,2
24,4
25,18
26,35
27,1
28,4
29,8
30,14
31,38
32,1
33,26
34,42
35,42
36,26
37,1
38,14
39,46
40,12
41,11
42,6
43,22
44,29
45,36
46,15
47,24
48,16
49,24
50,37
51,34
52,22
53,7
54,10
55,18
56,25
57,25
58,42
59,42
60,26
61,10
62,13
63,31
64,31
65,7
66,23
67,41
68,27
69,12
70,2
71,31
72,15
73,2
74,43
75,21
76,50
77,7
78,25
79,30
80,50
81,24
82,49
83,8
84,45
85,29
86,26
87,0
88,5
89,16
90,14
91,26
92,27
93,38
94,5
95,24
96,2
97,7
98,1
99,0
100,19
101,5
102,25
103,2
104,9
105,46
106,18
107,41
108,26
109,31
110,25
111,46
112,23
113,16
114,30
115,4
116,36
117,6
118,10
119,12
120,36
121,31
122,26
123,22
124,32
125,45
126,12
127,43
128,40
129,26
130,48
131,1
132,30
133,12
134,25
135,26
136,9
137,23
138,32
139,12
140,23
141,26
142,16
143,12
144,26
145,12
146,16
147,24
148,16
149,25
150,32
151,9
152,42
153,8
154,40
155,50
156,4
157,17
158,19
159,21
160,11
161,7
162,1
163,2
164,50
165,50
166,27
167,49
168,35
169,27
170,10
171,16
172,50
173,23
174,47
175,0
176,26
177,22
178,8
179,50
180,6
181,32
182,12
183,27
184,2
185,38
186,22
187,34
188,5
189,26
190,1
191,2
192,13
193,8
194,31
195,20
196,13
197,18
198,22
199,50
200,37
201,10
202,29
203,14
204,20
205,33
206,9
207,26
208,45
209,32
210,2
211,25
212,1
213,38
214,29
215,1
216,26
217,32
218,23
219,4
220,22
221,16
222,50
223,8
224,42
225,31
226,26
227,10
228,47
229,34
230,27
231,1
232,41
233,26
234,20
235,35
236,12
237,7
238,7
239,27
240,43
241,11
242,32
243,14
244,7
245,12
246,22
247,28
248,14
249,36
250,14
251,4
252,3
253,50
254,0
255,25
256,28
257,22
258,39
259,23
260,35
261,1
262,21
263,20
264,18
265,11
266,1
267,12
268,2
269,50
270,3
271,38
272,17
273,22
274,49
275,24
276,27
277,2
278,8
279,18
280,37
281,28
282,44
283,41
284,26
285,32
286,14
287,35
288,15
289,35
290,9
291,34
292,7
293,10
294,36
295,26
296,25
297,15
298,44
299,26
300,49
301,42
302,1
303,0
304,28
305,12
306,40
307,48
308,12
309,15
310,48
311,9
312,40
313,11
314,10
315,1
316,30
317,39
318,29
319,38
320,41
321,22
322,0
323,22
324,50
325,50
326,29
327,41
328,47
329,2
330,21
331,35
332,13
333,28
334,45
335,39
336,33
337,26
338,20
339,49
340,2
341,46
342,39
343,20
344,29
345,18
346,9
347,40
348,8
349,40
350,11
351,30
352,1
353,37
354,50
355,20
356,2
357,32
358,8
359,12
360,21
361,0
362,48
363,1
364,22
365,26
366,30
367,34
368,34
369,30
370,32
371,9
372,6
373,12
374,50
375,38
376,37
377,46
378,13
379,29
380,32
381,24
382,14
383,10
384,23
385,50
386,12
387,19
388,10
389,1
390,26
391,31
392,0
393,5
394,19
395,31
396,26
397,6
398,11
399,24
400,34
401,14
402,26
403,21
404,1
405,22
406,6
407,50
408,40
409,12
410,1
411,12
412,41
413,13
414,44
415,30
416,46
417,13
418,19
419,15
420,40
421,18
422,48
423,26
424,22
425,0
426,26
427,17
428,15
429,12
430,2
431,24
432,1
433,41
434,18
435,5
436,47
437,9
438,11
439,16
440,12
441,30
442,24
443,22
444,25
445,35
446,34
447,20
448,13
449,41
450,2
451,14
452,26
453,26
454,50
455,11
456,7
457,30
458,34
459,4
460,1
461,16
462,12
463,1
464,1
465,38
466,1
467,14
468,31
469,11
470,31
471,31
472,21
473,46
474,27
475,40
476,9
477,25
478,3
479,44
480,7
481,36
482,26
483,42
484,21
485,0
486,0
487,17
488,41
489,46
490,7
491,17
492,17
493,13
494,50
495,27
496,32
497,17
498,8
499,46
500,30
501,11
502,1
503,18
504,0
505,0
506,16
507,14
508,24
509,31
510,22
511,40
512,42
513,6
514,22
