1,38
2,37
3,34
4,11
5,1
6,10
7,10
8,18
9,11
10,50
11,46
12,7
13,17
14,42
15,31
16,39
17,20
18,47
19,23
20,37
21,28
22,4
23,44
24,4
25,18
26,35
27,29
28,25
29,5
30,3
31,0
32,40
33,48
34,42
35,42
36,26
37,50
38,14
39,0
40,0
41,11
42,39
43,38
44,20
45,27
46,15
47,24
48,44
49,21
50,37
51,34
52,35
53,13
54,10
55,18
56,15
57,4
58,42
59,2
60,0
61,10
62,13
63,47
64,43
65,7
66,48
67,17
68,20
69,3
70,14
71,24
72,32
73,28
74,3
75,21
76,29
77,33
78,6
79,11
80,15
81,24
82,12
83,19
84,46
85,33
86,0
87,0
88,5
89,26
90,14
91,26
92,43
93,38
94,43
95,33
96,6
97,13
98,32
99,0
100,19
101,5
102,50
103,4
104,30
105,46
106,18
107,30
108,39
109,31
110,50
111,47
112,33
113,26
114,50
115,41
116,43
117,24
118,7
119,12
120,43
121,0
122,50
123,46
124,32
125,45
126,23
127,43
128,11
129,30
130,48
131,0
132,2
133,10
134,6
135,50
136,15
137,24
138,8
139,15
140,23
141,4
142,44
143,12
144,9
145,13
146,6
147,24
148,40
149,25
150,32
151,34
152,42
153,8
154,16
155,49
156,50
157,1
158,24
159,21
160,11
161,33
162,3
163,43
164,1
165,37
166,27
167,24
168,0
169,35
170,6
171,17
172,19
173,23
174,38
175,12
176,9
177,10
178,8
179,5
180,14
181,7
182,24
183,33
184,2
185,45
186,45
187,34
188,5
189,47
190,2
191,28
192,13
193,19
194,29
195,20
196,43
197,18
198,22
199,3
200,34
201,10
202,29
203,14
204,20
205,7
206,9
207,33
208,46
209,41
210,2
211,25
212,30
213,36
214,44
215,0
216,14
217,30
218,23
219,35
220,46
221,28
222,35
223,8
224,0
225,41
226,11
227,10
228,40
229,34
230,7
231,44
232,41
233,14
234,13
235,35
236,21
237,29
238,33
239,31
240,21
241,43
242,42
243,2
244,33
245,30
246,10
247,28
248,2
249,36
250,17
251,5
252,41
253,31
254,0
255,40
256,28
257,46
258,39
259,13
260,31
261,1
262,21
263,20
264,50
265,43
266,41
267,11
268,28
269,50
270,7
271,43
272,41
273,33
274,49
275,49
276,33
277,18
278,8
279,44
280,37
281,2
282,42
283,43
284,47
285,20
286,20
287,35
288,15
289,0
290,19
291,34
292,7
293,10
294,36
295,26
296,25
297,41
298,44
299,40
300,49
301,42
302,17
303,0
304,9
305,12
306,44
307,29
308,0
309,15
310,23
311,16
312,25
313,35
314,43
315,31
316,41
317,17
318,49
319,3
320,43
321,47
322,35
323,22
324,5
325,49
326,33
327,15
328,47
329,17
330,21
331,34
332,39
333,28
334,20
335,39
336,33
337,17
338,14
339,49
340,26
341,46
342,16
343,28
344,25
345,15
346,49
347,40
348,9
349,40
350,11
351,14
352,17
353,0
354,36
355,14
356,0
357,44
358,34
359,24
360,21
361,36
362,29
363,15
364,39
365,22
366,5
367,37
368,34
369,38
370,9
371,9
372,6
373,42
374,9
375,14
376,8
377,22
378,13
379,35
380,49
381,24
382,14
383,31
384,23
385,25
386,7
387,19
388,36
389,26
390,16
391,27
392,3
393,5
394,25
395,41
396,17
397,6
398,11
399,23
400,34
401,35
402,17
403,47
404,18
405,39
406,16
407,10
408,2
409,38
410,30
411,39
412,41
413,12
414,44
415,30
416,46
417,13
418,19
419,15
420,32
421,44
422,50
423,2
424,20
425,0
426,39
427,17
428,15
429,12
430,2
431,49
432,32
433,31
434,28
435,5
436,47
437,5
438,11
439,14
440,48
441,15
442,24
443,43
444,25
445,37
446,34
447,20
448,10
449,42
450,1
451,14
452,16
453,1
454,14
455,11
456,36
457,30
458,34
459,50
460,3
461,28
462,31
463,18
464,44
465,10
466,2
467,9
468,0
469,11
470,21
471,47
472,21
473,21
474,27
475,6
476,26
477,25
478,50
479,1
480,7
481,36
482,18
483,42
484,21
485,0
486,25
487,46
488,12
489,46
490,33
491,23
492,30
493,13
494,0
495,43
496,1
497,1
498,8
499,47
500,28
501,20
502,39
503,5
504,34
505,12
506,14
507,42
508,47
509,31
510,10
511,40
512,32
513,16
514,36
