1,18
2,49
3,48
4,1
5,37
6,29
7,2
8,16
9,8
10,18
11,46
12,28
13,13
14,18
15,42
16,10
17,14
18,12
19,3
20,19
21,2
22,20
23,10
24,29
25,12
26,43
27,43
28,45
29,46
30,36
31,49
32,6
33,10
34,24
35,19
36,6
37,35
38,47
39,8
40,5
41,23
42,41
43,22
44,41
45,0
46,37
47,47
48,3
49,23
50,5
51,41
52,20
53,20
54,10
55,9
56,34
57,41
58,34
59,29
60,45
61,23
62,32
63,22
64,22
65,40
66,20
67,46
68,26
69,26
70,5
71,12
72,24
73,34
74,2
75,36
76,2
77,15
78,19
79,7
80,19
81,11
82,11
83,12
84,14
85,10
86,19
87,40
88,25
89,11
90,40
91,0
92,0
93,2
94,14
95,31
96,22
97,50
98,46
99,16
100,0
101,2
102,11
103,50
104,27
105,43
106,49
107,39
108,4
109,15
110,23
111,12
112,33
113,19
114,25
115,4
116,4
117,14
118,36
119,41
120,46
121,9
122,24
123,28
124,34
125,31
126,0
127,10
128,2
129,14
130,0
131,28
132,44
133,10
134,34
135,35
136,24
137,23
138,50
139,25
140,34
141,10
142,21
143,28
144,49
145,47
146,34
147,49
148,5
149,43
150,4
151,15
152,43
153,8
154,18
155,33
156,10
157,32
158,29
159,46
160,25
161,11
162,9
163,2
164,45
165,16
166,39
167,7
168,40
169,40
170,48
171,48
172,23
173,17
174,44
175,2
176,5
177,11
178,38
179,2
180,29
181,24
182,36
183,31
184,46
185,28
186,11
187,34
188,0
189,12
190,25
191,21
192,0
193,19
194,10
195,13
196,21
197,20
198,47
199,16
200,0
201,41
202,21
203,46
204,26
205,6
206,7
207,0
208,24
209,30
210,34
211,29
212,33
213,15
214,46
215,25
216,4
217,21
218,47
219,14
220,11
221,9
222,10
223,36
224,50
225,43
226,31
227,33
228,43
229,18
230,17
231,49
232,21
233,29
234,34
235,41
236,39
237,42
238,31
239,13
240,43
241,46
242,10
243,7
244,14
245,45
246,33
247,36
248,7
249,23
250,43
251,7
252,42
253,24
254,21
255,33
256,2
257,47
258,15
259,37
260,28
261,42
262,20
263,4
264,49
265,28
266,44
267,14
268,13
269,10
270,28
271,16
272,41
273,12
274,6
275,1
276,29
277,19
278,5
279,30
280,31
281,24
282,27
283,40
284,40
285,42
286,18
287,33
288,21
289,50
290,20
291,14
292,1
293,11
294,4
295,42
296,39
297,49
298,43
299,9
300,7
301,49
302,3
303,23
304,20
305,24
306,37
307,4
308,44
309,22
310,10
311,0
312,31
313,19
314,48
315,47
316,4
317,25
318,36
319,21
320,37
321,46
322,15
323,41
324,30
325,0
326,21
327,9
328,17
329,14
330,32
331,13
332,15
333,15
334,20
335,24
336,44
337,13
338,12
339,19
340,47
341,10
342,43
343,7
344,16
345,42
346,13
347,13
348,18
349,40
350,26
351,4
352,47
353,41
354,9
355,3
356,2
357,37
358,28
359,11
360,49
361,2
362,8
363,3
364,41
365,15
366,0
367,8
368,42
369,11
370,15
371,41
372,45
373,7
374,41
375,4
376,33
377,4
378,39
379,24
380,36
381,14
382,13
383,5
384,19
385,49
386,21
387,12
388,36
389,50
390,36
391,48
392,16
393,30
394,13
395,38
396,47
397,29
398,12
399,48
400,37
401,44
402,43
403,14
404,6
405,32
406,13
407,4
408,0
409,44
410,0
411,43
412,24
413,10
414,23
415,5
416,18
417,15
418,7
419,3
420,4
421,14
422,33
423,1
424,2
425,43
426,30
427,18
428,46
429,37
430,24
431,0
432,31
433,48
434,41
435,1
436,43
437,23
438,36
439,31
440,28
441,11
442,17
443,15
444,22
445,37
446,29
447,33
448,48
449,4
450,5
451,2
452,46
453,6
454,26
455,42
456,37
457,27
458,23
459,7
460,4
461,22
462,42
463,31
464,5
465,39
466,30
467,18
468,24
469,21
470,48
471,8
472,0
473,41
474,24
475,47
476,14
477,14
478,26
479,26
480,22
481,16
482,18
483,39
484,41
485,47
486,10
487,44
488,7
489,42
490,17
491,37
492,31
493,28
494,50
495,10
496,30
497,19
498,18
499,36
500,14
501,39
502,41
503,29
504,8
505,1
506,35
507,0
508,45
509,11
510,29
511,47
512,3
513,37
514,19
